id	data_size	infer_time	accuracy	
53624	206.684	24.934	0.528	
53626	166.861	25.932	0.443	
53909	145.521	19.947	0.551	
53994	187.024	20.944	0.329	
54123	274.965	23.936	0.625	
54164	100.93	23.936	0.85	
54592	62.726	23.936	0.498	
54593	283.703	23.936	0.463	
54605	149.695	27.901	0.475	
54628	151.651	21.966	0.284	
54654	190.65	19.972	0.505	
54931	179.202	19.946	0.925	
54967	111.692	18.949	0.453	
55002	119.745	26.902	0.835	
55022	187.728	20.945	0.332	
55072	190.149	23.936	0.9	
55150	177.951	23.936	0.425	
55167	205.364	20.973	0.3	
55299	97.646	24.962	0.269	
55528	89.516	25.959	0.459	
55950	165.031	19.947	0.867	
56127	256.563	23.961	0.103	
56288	129.055	26.928	0.751	
56344	82.604	23.959	0.683	
56350	136.451	27.899	0.172	
56545	160.294	20.944	1.0	
57027	263.679	24.934	0.906	
57149	151.208	22.938	0.236	
57150	53.224	21.942	0.419	
57232	224.561	25.932	0.273	
57238	74.03	21.941	0.637	
57244	229.116	23.936	0.5	
57597	193.115	23.936	0.258	
57672	143.812	25.958	0.403	
57725	228.032	24.905	0.925	
57760	83.689	21.941	0.242	
58029	122.511	25.931	0.851	
58111	123.063	26.904	0.252	
58350	102.744	25.906	0.564	
58384	167.807	24.903	0.653	
58393	68.852	27.925	0.303	
58539	139.028	24.909	0.483	
58636	204.313	24.933	-1.0	
58655	185.732	19.947	0.9	
58705	250.582	26.928	0.938	
59044	86.145	24.933	0.404	
59386	155.772	20.935	0.365	
59598	95.319	25.907	0.614	
59635	169.67	20.944	0.468	
59920	81.018	20.945	0.95	
60052	114.917	24.907	0.151	
60090	210.724	23.935	0.252	
60102	141.469	21.941	1.0	
60347	365.385	20.943	0.851	
60363	134.344	24.934	0.071	
60449	108.512	20.944	0.571	
60507	114.698	24.909	0.36	
60770	171.884	26.929	1.0	
60823	263.601	25.93	0.218	
60835	258.083	25.905	0.614	
60855	122.578	27.924	0.936	
60886	100.406	24.933	0.732	
60899	136.013	19.919	0.319	
60932	144.727	23.935	0.431	
61108	140.132	25.93	0.275	
61171	182.486	24.909	0.86	
61268	150.908	23.934	0.237	
61333	110.366	26.928	0.197	
61418	143.265	24.934	0.561	
61471	87.501	24.934	0.568	
61584	179.27	25.931	0.403	
61658	206.558	25.904	0.158	
61747	210.129	24.91	0.95	
61960	149.072	21.915	0.414	
62025	74.153	21.912	0.581	
62353	373.936	25.906	0.518	
62355	221.844	23.935	0.752	
62554	137.164	23.937	0.38	
62692	162.098	19.947	0.337	
62808	223.849	26.928	0.483	
63047	215.737	25.901	0.447	
63154	171.198	24.907	0.303	
63552	135.054	24.934	0.303	
63602	78.734	24.933	0.219	
63740	107.037	25.93	0.613	
63965	122.496	23.911	0.732	
64084	158.877	23.913	0.458	
64359	119.378	23.936	0.944	
64462	107.053	26.929	0.703	
64495	245.637	25.907	0.9	
64499	198.132	24.936	0.703	
64523	137.806	24.933	0.572	
64574	118.663	20.944	-1.0	
64718	190.969	25.908	0.833	
64868	93.304	25.907	0.356	
64898	171.154	24.905	0.788	
65074	190.705	19.922	0.454	
65288	263.349	24.933	0.179	
65350	186.749	23.936	0.272	
65455	173.978	26.928	0.31	
65485	103.789	20.945	1.0	
65736	88.071	24.909	0.9	
65798	219.874	25.907	0.208	
66038	254.611	24.933	0.381	
66135	103.292	28.923	0.9	
66231	159.775	24.91	0.327	
66523	91.188	20.92	0.9	
66561	183.705	24.909	0.925	
66635	67.205	25.931	0.728	
66706	193.209	27.901	0.088	
66771	169.717	25.931	0.645	
66817	160.361	27.902	0.328	
66841	114.142	20.944	0.248	
66886	131.05	24.933	0.9	
66926	74.733	26.899	0.627	
67180	176.909	20.916	0.901	
67213	216.152	26.904	0.648	
67310	150.371	21.941	0.604	
67315	154.155	24.933	0.644	
67406	82.521	25.93	0.975	
67534	118.69	25.931	0.565	
67616	240.581	26.484	0.216	
67896	251.23	24.932	0.9	
68078	77.691	18.949	0.616	
68093	278.31	26.904	0.478	
68286	142.022	20.944	0.3	
68387	105.287	25.93	0.709	
68409	81.754	23.936	0.431	
68628	100.623	24.932	0.9	
68765	116.346	25.93	0.9	
68833	235.642	24.933	0.435	
68933	114.682	22.939	0.899	
69106	124.435	25.93	0.814	
69138	75.755	18.951	0.618	
69213	107.287	24.91	0.582	
69224	40.521	27.925	0.386	
69356	199.392	27.901	0.225	
69795	154.609	25.907	0.651	
70048	184.179	25.931	0.969	
70158	188.265	20.919	0.823	
70229	221.237	21.941	0.653	
70254	202.909	20.945	0.516	
70739	103.959	26.9	0.289	
70774	191.341	24.934	0.116	
71226	133.884	23.935	0.947	
71451	104.765	18.948	0.8	
71711	182.924	24.934	0.381	
71756	122.103	27.925	0.101	
71877	159.272	20.944	0.663	
71938	68.211	26.929	0.811	
72281	126.912	20.943	1.0	
72795	180.198	25.899	0.641	
72813	106.086	25.93	0.934	
72852	276.506	19.921	0.703	
73118	182.239	27.925	0.95	
73153	82.755	19.923	0.454	
73326	185.626	26.905	0.45	
73533	130.354	25.904	0.547	
73702	229.459	21.942	0.447	
73946	102.48	24.934	0.552	
74058	98.95	23.935	0.213	
74092	154.387	20.942	0.306	
74200	112.819	25.93	0.535	
74209	166.224	24.933	0.187	
74256	144.158	25.93	0.35	
74457	139.584	21.942	0.9	
74646	99.029	21.942	0.322	
74733	174.63	27.926	0.71	
74860	111.29	24.933	0.901	
75393	97.454	22.939	0.0	
75456	111.53	23.934	0.9	
75612	101.683	25.931	0.473	
76211	166.629	27.926	0.1	
76261	18.369	25.931	0.825	
76416	236.312	26.929	0.259	
76417	225.393	26.928	0.677	
76468	235.234	25.906	0.278	
76547	241.865	25.93	0.307	
76625	172.647	25.907	0.372	
76731	94.817	21.941	0.9	
77396	118.917	25.906	0.593	
77460	93.899	19.92	0.203	
77595	141.635	24.907	0.798	
78032	185.684	20.915	0.631	
78170	151.754	26.927	0.366	
78266	208.182	23.936	0.0	
78404	93.546	24.932	0.392	
78420	107.794	26.929	1.0	
78426	71.479	24.933	0.598	
78565	144.041	26.928	0.335	
78748	212.915	26.928	0.606	
78823	154.229	25.931	0.762	
78843	155.632	25.931	0.565	
78915	290.62	21.941	0.608	
78959	145.976	18.95	0.177	
79014	44.896	20.944	0.202	
79031	228.114	24.933	0.784	
79034	315.53	25.93	0.338	
79144	261.993	25.931	0.9	
79188	169.909	20.945	0.3	
79229	134.966	24.908	0.934	
79408	151.436	23.912	1.0	
79565	54.983	26.927	0.925	
79588	220.873	25.931	0.555	
79651	217.66	25.903	0.945	
79837	125.927	22.939	0.294	
79969	261.443	20.944	0.175	
80022	86.829	24.933	0.601	
80057	87.873	24.933	1.0	
80153	157.384	22.938	0.731	
80273	75.071	25.93	0.901	
80274	284.174	26.928	0.85	
80340	145.466	25.931	0.518	
80413	90.402	26.927	1.0	
80659	183.086	25.931	0.732	
80666	318.89	26.927	0.404	
80671	99.919	23.936	0.851	
80932	200.813	20.943	0.55	
80949	88.441	25.93	0.484	
81061	172.256	23.936	1.0	
81394	232.13	25.904	0.29	
81594	202.195	20.92	0.698	
81738	134.918	26.928	0.571	
81766	281.293	25.93	0.828	
81988	109.417	24.932	0.688	
82085	227.728	23.936	0.284	
82180	197.677	23.936	0.955	
82688	70.759	23.936	0.556	
82696	97.457	19.946	0.429	
82715	258.146	23.936	0.901	
82765	55.014	19.947	0.95	
82807	91.438	24.934	0.703	
82812	159.086	20.944	0.469	
82821	295.89	23.936	0.216	
82846	254.419	25.93	0.663	
82986	183.885	24.934	0.637	
83113	280.249	25.907	0.95	
83172	74.371	23.961	0.591	
83531	107.868	17.945	0.356	
83540	163.712	24.934	0.454	
84031	130.608	23.936	0.371	
84170	210.646	25.931	0.485	
84241	161.461	21.942	0.297	
84270	141.769	26.929	0.45	
84362	93.296	24.934	0.584	
84431	126.354	19.947	1.0	
84477	153.136	24.934	0.832	
84492	199.831	21.942	0.533	
84650	110.72	25.93	0.158	
84664	162.564	26.928	0.27	
84674	124.958	20.945	0.313	
84752	141.74	24.934	0.494	
85089	166.39	23.936	0.679	
85157	167.584	25.932	0.577	
85195	163.683	25.932	1.0	
85329	73.342	25.905	0.95	
85376	172.524	20.944	0.637	
85478	149.262	21.941	0.45	
85576	80.682	27.926	1.0	
85665	66.511	21.965	0.9	
85682	191.36	24.939	0.417	
85772	151.91	24.934	0.845	
85823	277.745	23.912	0.889	
85911	117.214	22.939	0.8	
86220	206.381	25.931	0.505	
86483	136.294	27.925	0.0	
86582	168.227	24.96	0.472	
86755	110.897	25.907	0.298	
86956	99.449	20.919	0.542	
87038	179.007	25.962	0.475	
87144	156.945	24.958	0.522	
87244	106.099	21.969	0.337	
87470	238.127	25.931	0.407	
87476	162.074	19.947	0.525	
87742	115.909	22.94	0.8	
87875	240.748	26.928	0.9	
88040	276.112	20.944	0.622	
88218	80.097	20.945	1.0	
88250	164.68	23.911	0.802	
88265	283.083	20.92	1.0	
88269	134.265	26.929	0.89	
88345	120.147	23.935	0.471	
88432	172.959	20.921	0.376	
88462	197.235	21.916	0.527	
88485	112.91	24.908	1.0	
88848	319.766	26.902	0.574	
88951	192.199	26.904	0.777	
88970	121.288	20.944	0.9	
89045	113.352	23.913	0.222	
89078	198.373	21.941	0.404	
89271	228.943	28.898	0.9	
89296	164.404	23.962	0.82	
89556	204.423	25.931	0.494	
89648	165.769	24.947	0.328	
89670	109.494	22.962	0.435	
89697	149.751	24.932	0.768	
89761	184.091	20.945	1.0	
89880	64.081	21.942	1.0	
90003	288.473	26.906	0.855	
90062	266.312	26.942	1.0	
90108	145.198	30.917	0.955	
90155	229.087	30.917	1.0	
90208	238.242	23.936	0.966	
90284	125.951	26.928	0.95	
90631	84.662	21.94	0.9	
90891	411.679	24.909	0.32	
90956	120.835	22.938	0.252	
91406	172.909	23.936	0.273	
91495	141.894	23.936	0.777	
91500	230.078	26.928	0.398	
91615	187.2	24.91	0.368	
91619	118.853	21.944	0.9	
91654	180.252	25.954	0.597	
91779	197.261	25.906	0.641	
91921	310.58	24.959	0.851	
92053	132.645	23.935	0.313	
92091	150.647	24.911	0.698	
92124	74.948	18.95	0.944	
92177	110.365	26.927	0.135	
92416	116.634	20.969	0.37	
