id	data_size	infer_time	accuracy	
58350	102.744	94.746	0.752	
58384	167.807	93.725	0.895	
58393	68.852	95.718	0.337	
58539	139.028	91.756	0.537	
58636	204.313	98.347	-1.0	
58655	185.732	61.831	0.9	
58705	250.582	96.741	0.926	
59044	86.145	90.99	0.405	
59386	155.772	64.803	0.424	
59598	95.319	96.741	0.647	
59635	169.67	68.817	0.529	
59920	81.018	61.834	0.925	
60052	114.917	90.753	0.835	
60090	210.724	89.785	0.202	
60102	141.469	78.764	1.0	
60347	365.385	66.821	0.901	
60363	134.344	95.745	0.071	
60449	108.512	66.822	0.604	
60507	114.698	92.074	0.44	
60770	171.884	96.753	1.0	
60823	263.601	95.744	0.22	
60835	258.083	95.466	0.966	
60855	122.578	96.717	0.977	
60886	100.406	91.754	0.729	
60899	136.013	58.846	0.324	
60932	144.727	90.88	0.451	
61108	140.132	94.767	0.278	
61171	182.486	94.861	0.835	
61268	150.908	90.782	0.231	
61333	110.366	97.75	0.155	
61418	143.265	96.742	0.629	
61471	87.501	94.722	0.764	
61584	179.27	94.747	0.598	
61658	206.558	94.747	0.348	
61747	210.129	87.765	1.0	
61960	149.072	80.846	0.365	
62025	74.153	68.788	0.7	
62353	373.936	95.744	0.598	
62355	221.844	90.757	0.725	
62554	137.164	91.755	0.586	
62692	162.098	62.883	0.533	
62808	223.849	95.744	0.537	
63047	215.737	87.74	0.457	
63154	171.198	89.757	0.75	
63552	135.054	89.912	0.202	
63602	78.734	92.752	0.245	
63740	107.037	95.746	0.617	
63965	122.496	90.532	0.416	
64084	158.877	90.783	0.503	
64359	119.378	90.782	0.95	
64462	107.053	96.715	0.752	
64495	245.637	95.779	1.0	
64499	198.132	94.461	0.702	
64523	137.806	90.728	0.669	
64574	118.663	66.807	-1.0	
64718	190.969	95.744	0.934	
64868	93.304	95.92	0.398	
64898	171.154	90.754	0.776	
65074	190.705	64.801	0.95	
65288	263.349	90.733	0.298	
65350	186.749	90.733	0.508	
65455	173.978	95.72	0.348	
65485	103.789	79.81	1.0	
65736	88.071	91.757	0.883	
